"location","lon","lat","counts","positive.counts","negative.counts","neutral.counts","totalpopulation"
"TUMWATER WA",-122.9116669,47.00710678,19,5,7,7,18478
"TUNKHANNOCK PA",-75.94562531,41.5386734,7,0,2,5,1906
"TUPELO MS",-88.71934509,34.26508713,57,18,14,25,35561
"TUPPER LAKE NY",-74.46309662,44.22465134,1,1,0,0,3566
"TURLOCK CA",-120.8488617,37.49431229,46,12,12,22,70596
"TURTLE CREEK PA",-79.8516922,40.39013672,11,5,0,6,5324
"TUSCALOOSA AL",-87.56897736,33.21024704,572,156,170,246,94865
"TUSCUMBIA AL",-87.70251465,34.73139191,9,5,2,2,8537
"TUSKEGEE AL",-85.69181061,32.42424011,8,1,2,5,9218
"TUSTIN CA",-117.8277283,33.74598312,45,13,12,20,78787
"TUTTLE OK",-97.82015991,35.29173279,12,3,3,6,6411
"TWENTYNINE PALMS CA",-116.055397,34.13557053,28,3,9,16,25769
"TWIN FALLS ID",-114.4627686,42.56301498,83,19,31,33,45984
"TWIN OAKS MO",-90.49687958,38.56483841,1,1,0,0,332
"TWINSBURG OH",-81.43978882,41.3127594,6,5,0,1,18820
"TWO RIVERS WI",-87.56972504,44.15388107,1,0,0,1,11500
"TYLER TX",-95.3013916,32.35176468,189,55,44,90,100806
"TYRONE GA",-84.59676361,33.47140121,3,1,1,1,7081
"TYRONE PA",-78.23786926,40.67061996,3,0,2,1,5415
"UHRICHSVILLE OH",-81.34598541,40.3932991,1,0,0,1,5410
"UKIAH CA",-123.2104721,39.15015793,27,6,4,17,15936
"UNION BEACH NJ",-74.17740631,40.44681931,1,0,0,1,5885
"UNION BRIDGE MD",-77.17628479,39.56907654,3,1,0,2,894
"UNION CITY CA",-122.0214462,37.59539032,35,12,7,16,72690
"UNION CITY GA",-84.55107117,33.58210373,4,0,3,1,20459
"UNION CITY NJ",-74.02296448,40.77968979,13,4,6,3,68656
"UNION CITY OH",-84.80506134,40.19968414,1,1,0,0,1717
"UNION CITY PA",-79.84510803,41.89942551,1,1,0,0,3252
"UNION CITY TN",-89.05702972,36.42431259,2,1,0,1,10722
"UNION KY",-84.68045044,38.94612122,12,4,4,4,5635
"UNION MO",-91.00618744,38.44558716,35,9,13,13,10644
"UNION SC",-81.62347412,34.71575165,3,0,1,2,8144
"UNIONTOWN AL",-87.51420593,32.44990921,1,1,0,0,2841
"UNIONTOWN PA",-79.7276535,39.89894104,31,12,9,10,10150
"UNIVERSAL CITY TX",-98.29141235,29.54836273,16,5,3,8,19466
"UNIVERSITY CITY MO",-90.33391571,38.66000748,852,287,196,369,35172
"UNIVERSITY HEIGHTS OH",-81.5369873,41.49779892,18,4,7,7,13331
"UNIVERSITY PLACE WA",-122.5529404,47.2352562,21,8,5,8,31991
"UPLAND CA",-117.6498413,34.09745026,43,7,17,19,75542
"UPPER ARLINGTON OH",-83.06159973,39.99918365,4,2,1,1,34465
"UPPER MARLBORO MD",-76.74905396,38.81620026,88,27,22,39,699
"UPPER SADDLE RIVER NJ",-74.09785461,41.05847168,1,0,0,1,8335
"UPPER SANDUSKY OH",-83.28137207,40.82746506,3,1,0,2,6790
"URBANA IL",-88.20746613,40.11079025,408,128,119,161,41988
"URBANA OH",-83.75213623,40.10844803,12,4,3,5,11618
"URBANDALE IA",-93.71256256,41.62665176,10,3,2,5,42099
"UTICA MI",-83.03349304,42.62604141,1,0,1,0,4794
"UTICA NY",-75.23220062,43.10119629,51,14,14,23,61628
"UVALDA GA",-82.50778961,32.03624725,1,0,0,1,565
"UVALDE TX",-99.78696442,29.20999336,36,8,8,20,16220
"VACAVILLE CA",-121.9900284,38.35633469,90,34,29,27,94795
"VADER WA",-122.962738,46.40246582,21,4,9,8,674
"VADNAIS HEIGHTS MN",-93.07452393,45.05739975,4,0,2,2,12968
"VALDESE NC",-81.56863403,35.74153519,1,1,0,0,4471
"VALDEZ AK",-146.3392181,61.13446426,20,6,4,10,3979
"VALDOSTA GA",-83.27806854,30.83293533,407,101,131,175,56504
"VALIER IL",-89.04284668,38.01522064,3,1,1,1,599
"VALLEJO CA",-122.2594299,38.1039505,323,88,97,138,118995
"VALLEY AL",-85.17531586,32.81519318,13,7,5,1,9444
"VALLEY CENTER KS",-97.37397003,37.83451462,2,0,0,2,6586
"VALLEY PARK MO",-90.49259186,38.54935455,1,0,1,0,6970
"VALMEYER IL",-90.315979,38.29438782,4,1,2,1,1434
"VALPARAISO FL",-86.49382019,30.51258087,1,0,1,0,5069
"VALPARAISO IN",-87.05838013,41.46813583,77,23,26,28,32123
"VAN ALSTYNE TX",-96.57787323,33.42159271,2,1,1,0,3165
"VAN BUREN AR",-94.34884644,35.43715286,1,0,1,0,22992
"VAN BUREN IN",-85.5044632,40.61747742,2,2,0,0,867
"VAN BUREN MO",-91.01494598,36.99590302,1,0,1,0,1044
"VAN METER IA",-93.95458984,41.53206253,1,0,1,0,1549
"VAN TX",-95.63737488,32.52528,2,0,2,0,2654
"VAN WERT OH",-84.58428955,40.86948395,1,1,0,0,10769
"VANCOUVER WA",-122.6816559,45.63534164,667,198,170,299,168050
"VANDALIA IL",-89.09368896,38.96084595,2,1,0,1,6550
"VANDALIA MO",-91.48904419,39.31077194,1,0,1,0,4126
"VANDALIA OH",-84.19855499,39.89054871,3,1,0,2,15168
"VARDAMAN MS",-89.17769623,33.87607956,3,0,1,2,1316
"VARNADO LA",-89.82972717,30.89409256,28,5,11,12,355
"VARNELL GA",-84.97011566,34.90238953,1,0,1,0,1835
"VARNVILLE SC",-81.07863617,32.85089874,19,3,11,5,2277
"VENETA OR",-123.3538208,44.04835129,7,3,2,2,4687
"VENICE FL",-82.45388031,27.10065269,37,10,12,15,21402
"VERDON NE",-95.71338654,40.14810562,2,0,0,2,164
"VERGENNES VT",-73.25317383,44.16755676,3,2,1,0,2629
"VERMILION OH",-82.36431122,41.42188644,2,2,0,0,10462
"VERMILLION SD",-96.92948914,42.77981949,35,7,10,18,10746
"VERNAL UT",-109.5302963,40.45552444,3,0,3,0,10321
"VERNON AL",-88.10897064,33.75712967,2,0,0,2,2202
"VERNON HILLS IL",-87.97944641,42.21946716,2,1,0,1,25768
"VERNON TX",-99.26555634,34.15447235,5,1,2,2,10887
"VERO BEACH FL",-80.39705658,27.63908195,58,14,22,22,15788
"VERONA PA",-79.84282684,40.50643539,6,2,1,3,2560
"VERONA WI",-89.53356171,42.99075699,7,3,1,3,11723
"VERSAILLES KY",-84.73013306,38.05267715,10,3,3,4,8985
"VERSAILLES PA",-79.83054352,40.31568146,3,0,1,2,1682
"VESTAVIA HILLS AL",-86.78768921,33.44869995,12,6,2,4,34116
"VIAN OK",-94.9708252,35.498703,13,3,6,4,1270
"VICKSBURG MS",-90.87818909,32.35280991,95,18,35,42,23439
"VICTOR ID",-111.1136398,43.60249329,1,0,1,0,2244
"VICTORIA TX",-97.00409698,28.80560303,141,35,37,69,65303
"VICTORVILLE CA",-117.2928162,34.53612137,144,46,35,63,120703
"VIDALIA GA",-82.41294098,32.21813965,11,4,2,5,10627
"VIDALIA LA",-91.42620087,31.56594276,1,1,0,0,4195
"VIENNA GA",-83.7951889,32.09189987,1,0,1,0,3846
"VIENNA VA",-77.2645874,38.90164566,161,47,41,73,16341
"VIENNA WV",-81.54671478,39.33840179,20,8,4,8,10623
"VILLA PARK IL",-87.98905182,41.88983536,5,2,1,2,21800
"VILLA RICA GA",-84.91907501,33.73210907,46,14,11,21,14435
"VINCENNES IN",-87.5169754,38.68549347,7,1,2,4,18135
"VINE GROVE KY",-85.98104858,37.81027222,35,12,9,14,5534
"VINELAND NJ",-75.02515411,39.48631668,21,6,4,11,60987
"VINITA OK",-95.15478516,36.63890839,1,0,0,1,5610
"VINTON IA",-92.02865601,42.1633873,1,0,1,0,5197
"VINTON LA",-93.58152008,30.19109917,1,0,0,1,3379
"VIRGINIA BEACH VA",-75.97751617,36.8533783,2454,732,683,1039,448290
"VIRGINIA MN",-92.53681946,47.52297211,1,0,0,1,8658
"VIROQUA WI",-90.8891983,43.55662155,3,0,0,3,4363
"VISALIA CA",-119.2938156,36.33000946,61,18,15,28,127842
"VISTA CA",-117.2447052,33.2000885,92,31,32,29,97564
"VIVIAN LA",-93.98780823,32.87190247,3,0,1,2,3664
"VOLO IL",-88.16824341,42.32604218,4,1,2,1,3757
"VONORE TN",-84.2419281,35.59017944,1,1,0,0,1775
"VOORHEESVILLE NY",-73.92787933,42.6541748,2,1,1,0,2820
"WABBASEKA AR",-91.79612732,34.3609581,1,0,0,1,262
"WACO TX",-97.14704895,31.54987144,298,73,102,123,129193
"WACONIA MN",-93.78717041,44.85052109,2,0,0,2,11494
"WADESBORO NC",-80.07618713,34.96852875,3,0,3,0,5664
"WADSWORTH IL",-87.92391968,42.4287262,1,0,1,0,3700
"WADSWORTH OH",-81.7297821,41.02577972,5,1,0,4,21777
"WAGNER SD",-98.29380798,43.08109283,1,0,0,1,1572
"WAGONER OK",-95.37010193,35.95982361,2,0,2,0,8583
"WAGRAM NC",-79.36548615,34.88830948,3,0,0,3,897
"WAHPETON ND",-96.6032486,46.26345062,1,0,1,0,7835
"WAITE PARK MN",-94.224823,45.55731201,304,88,66,150,7429
"WAKE FOREST NC",-78.50919342,35.98039246,97,32,32,33,34786
"WALDWICK NJ",-74.11700439,41.01090622,1,0,1,0,9902
"WALES WI",-88.37697601,43.00463104,1,0,1,0,2573
"WALHALLA SC",-83.06377411,34.76495743,1,0,1,0,4234
"WALKER LA",-92.58390808,32.19055176,1,1,0,0,6205
"WALKER MI",-85.7684021,43.00150299,3,1,1,1,24242
"WALKERSVILLE MD",-77.35131073,39.48646164,4,1,1,2,5965
"WALKERTOWN NC",-80.15262604,36.17556,10,4,4,2,4839
"WALLA WALLA WA",-118.3452072,46.06405258,44,10,13,21,31957
"WALLACE NC",-77.99450684,34.73618317,2,0,2,0,3962
"WALLED LAKE MI",-83.4806366,42.53804779,5,1,2,2,7091
"WALLER TX",-95.92726135,30.05709457,3,1,0,2,2237
"WALLS MS",-90.15171814,34.95790863,1,0,1,0,1247
"WALNUT CA",-117.866745,34.02024841,1,0,0,1,29970
"WALNUT CREEK CA",-122.0670624,37.90636826,62,15,17,30,66799
"WALNUT HILL IL",-89.04346466,38.47752762,2,0,0,2,91
"WALNUT RIDGE AR",-90.95601654,36.06839371,2,0,1,1,4755
"WALNUT SPRINGS TX",-97.75035095,32.05815125,1,0,1,0,823
"WALTERBORO SC",-80.66620636,32.90554047,2,0,0,2,5312
"WALTHAM MA",-71.2346344,42.37656403,64,25,14,25,62438
"WALTON KY",-84.61334229,38.86997604,6,2,2,2,4063
"WANATAH IN",-86.89819336,41.43061829,3,0,1,2,1158
"WAPAKONETA OH",-84.19355011,40.56769943,2,1,0,1,9776
"WAPPINGERS FALLS NY",-73.91039276,41.59646606,4,1,1,2,5424
"WARDEN WA",-119.0420456,46.96730423,5,0,1,4,2735
"WARDENSVILLE WV",-78.59748077,39.07683945,1,0,0,1,221
"WARM SPRINGS GA",-84.68063354,32.89083862,1,1,0,0,518
"WARNER ROBINS GA",-83.59963989,32.62118149,52,11,14,27,72520
"WARREN AR",-92.06491089,33.61291885,1,1,0,0,5852
"WARREN MI",-83.02783203,42.47764969,1571,481,386,704,134857
"WARREN OH",-80.81771851,41.23757935,30,14,6,10,40705
"WARRENSBURG MO",-93.73639679,38.76289749,51,14,13,24,19739
"WARRENTON MO",-91.14160919,38.81156921,123,38,43,42,8025
"WARRENTON OR",-123.9260635,46.16466522,7,4,1,2,5143
"WARRENTON VA",-77.79475403,38.71380615,168,45,55,68,9843
"WARRIOR AL",-86.80948639,33.81428528,1,1,0,0,3191
"WARSAW IN",-85.85310364,41.23810196,12,4,1,7,14385
"WARSAW NC",-78.09035492,34.99985886,18,5,4,9,3168
"WARSAW NY",-78.13197327,42.74021912,4,1,1,2,3519
"WARTRACE TN",-86.33337402,35.5274086,1,0,0,1,653
"WARWICK NY",-74.35926819,41.25672531,12,5,2,5,6797
"WARWICK RI",-71.37738037,41.69232941,54,12,16,26,81855
"WASCO CA",-119.3427811,35.59425735,12,2,2,8,25973
"WASHBURN MO",-93.96649933,36.58715439,2,2,0,0,533
"WASHINGTON COURT HOUSE OH",-83.43916321,39.53675079,1,1,0,0,14057
"WASHINGTON DC",-77.01257324,38.88911819,59813,17266,15679,26868,647484
"WASHINGTON IA",-91.69322205,41.29916,1,0,1,0,7348
"WASHINGTON IL",-89.40994263,40.70514297,4,0,4,0,15824
"WASHINGTON LA",-92.05741119,30.6164608,1,1,0,0,725
"WASHINGTON MO",-91.01213074,38.55807495,535,180,107,248,13993
"WASHINGTON NC",-77.05869293,35.54986954,1,1,0,0,9777
"WASHINGTON NJ",-74.97875977,40.75879669,1,0,1,0,6466
"WASHINGTON PA",-80.24552155,40.17398453,23,3,8,12,13642
"WASHINGTON UT",-113.5095291,37.13038635,6,1,1,4,22080
"WASHOUGAL WA",-122.3545303,45.58441925,28,5,11,12,14777
"WASILLA AK",-149.4517059,61.58290482,128,38,35,55,8676
"WATERBURY CT",-73.05029297,41.55849075,56,15,17,24,109551
"WATERFORD WI",-88.21479797,42.76306152,5,2,1,2,5348
"WATERLOO IA",-92.34320831,42.49277496,79,16,20,43,68432
"WATERLOO IL",-90.14981842,38.3361702,43,13,9,21,10151
"WATERTOWN NY",-75.9100647,43.97471619,24,9,8,7,27250
"WATERTOWN SD",-97.11455536,44.9015274,6,3,1,2,21919
"WATERTOWN WI",-88.72946167,43.19454193,28,7,5,16,23878
"WATERVILLE ME",-69.63098145,44.55205154,52,14,17,21,15989
"WATERVLIET NY",-73.70020294,42.73034668,3,0,1,2,10241
"WATKINSVILLE GA",-83.40834808,33.86332703,4,2,2,0,2871
"WATSONTOWN PA",-76.86334991,41.08452606,1,0,1,0,2222
"WATSONVILLE CA",-121.7594147,36.90995407,36,13,9,14,52543
"WAUCHULA FL",-81.8108902,27.54789543,8,3,4,1,4909
"WAUCONDA IL",-88.13915253,42.25894928,4,0,3,1,13140
"WAUKEE IA",-93.8857193,41.61172485,8,2,3,3,16956
"WAUKEGAN IL",-87.84466553,42.36366653,42,8,16,18,88570
"WAUKESHA WI",-88.23146057,43.01194382,234,56,53,125,71324
"WAUKON IA",-91.47581482,43.26935577,1,0,0,1,3818
"WAUNAKEE WI",-89.45576477,43.19177246,43,14,15,14,12846
"WAUPACA WI",-89.08625793,44.35818863,1,0,1,0,6006
"WAUSAU WI",-89.63059998,44.95904922,88,32,22,34,39210
"WAUSEON OH",-84.14173889,41.54945755,2,0,1,1,7179
"WAUWATOSA WI",-88.00754547,43.04960632,56,17,16,23,47126
"WAVELAND IN",-87.04476166,39.87699127,4,2,0,2,351
"WAVERLY IA",-92.47597504,42.7256813,3,1,2,0,10013
"WAVERLY KS",-95.603302,38.39393997,10,4,2,4,607
"WAVERLY NE",-96.52924347,40.9175148,34,10,12,12,3614
"WAVERLY TN",-87.79498291,36.08420944,1,0,1,0,4111
"WAXAHACHIE TX",-96.84883118,32.38674545,27,6,9,12,31756
"WAXHAW NC",-80.74282074,34.92486572,17,7,2,8,11586
"WAYCROSS GA",-82.35388184,31.21380043,12,7,3,2,14258
"WAYLAND MI",-85.64461517,42.67387772,2,1,1,0,4109
"WAYNE MI",-83.38627625,42.28170776,10,4,1,5,17251
"WAYNE NE",-97.01864624,42.23064804,9,2,5,2,5553
"WAYNE WV",-82.44137573,38.22011566,1,1,0,0,1884
"WAYNESBORO GA",-82.01543427,33.09024811,1,1,0,0,5801
"WAYNESBORO MS",-88.64648437,31.67511749,1,0,1,0,4974
"WAYNESBORO PA",-77.5769043,39.75597763,4,0,1,3,10731
"WAYNESBORO VA",-78.88896179,38.06871414,6,1,2,3,21150
"WAYNESBURG PA",-80.17857361,39.89648438,3,0,1,2,4109
"WAYNESVILLE MO",-92.20101166,37.8287735,29,6,8,15,5250
"WAYNESVILLE NC",-82.98840332,35.48899078,12,4,5,3,9748
"WAYNESVILLE OH",-84.08625793,39.52976227,1,0,0,1,2924
"WAYZATA MN",-93.51425171,44.97086334,4,1,1,2,4166
"WEATHERBY LAKE MO",-94.69628906,39.23784256,1,0,0,1,1834
"WEATHERFORD OK",-98.70834351,35.52646255,8,3,2,3,11663
"WEATHERFORD TX",-97.79758453,32.7595253,19,3,9,7,27234
"WEAUBLEAU MO",-93.5421524,37.8908577,1,1,0,0,443
"WEAVERVILLE NC",-82.56031799,35.6974411,26,7,11,8,3834
"WEBB CITY MO",-94.4631958,37.14646912,2,1,0,1,11035
"WEBB IA",-95.01261902,42.94872665,1,0,0,1,158
"WEBSTER CITY IA",-93.81646729,42.46933365,7,2,2,3,7869
"WEBSTER GROVES MO",-90.35769653,38.59287262,27,11,5,11,23120
"WEBSTER NY",-77.42967224,43.21234131,29,8,7,14,5524
"WEBSTER TX",-95.11889648,29.53835869,5,3,1,1,10993
"WEED CA",-122.388382,41.42225266,367,117,139,111,2823
"WEIRTON WV",-80.58799744,40.40523529,14,2,5,7,19432
"WELEETKA OK",-96.13697052,35.33607864,1,0,1,0,946
"WELLINGTON OH",-82.21770477,41.16889954,2,1,1,0,4981
"WELLMAN IA",-91.83855438,41.46408463,2,0,1,1,1395
"WELLSBORO PA",-77.29973602,41.74900436,3,2,0,1,3313
"WELLSBURG NY",-76.72628784,42.01628876,1,0,1,0,573
"WELLSTON OH",-82.53286743,39.12374496,2,0,0,2,5569
"WELLSVILLE NY",-77.94774628,42.12202454,2,1,1,0,4589
"WELLSVILLE OH",-80.65098572,40.60504913,2,1,0,1,3461
"WENATCHEE WA",-120.3128357,47.42322159,24,5,8,11,32950
"WENDELL NC",-78.36904144,35.78117371,2,0,1,1,6169
"WENTZVILLE MO",-90.85335541,38.81171036,87,14,26,47,32827
"WESLACO TX",-97.99131775,26.16018867,274,57,75,142,38666
"WEST ALLIS WI",-88.00700378,43.01686478,8,0,4,4,60677
"WEST BEND WI",-88.18346405,43.42544556,13,3,5,5,31611
"WEST BRANCH IA",-91.34673309,41.67153931,1,0,1,0,2716
"WEST BRANCH MI",-84.23848724,44.2763443,5,2,0,3,2300
"WEST CHESTER PA",-75.60475159,39.96074677,163,46,48,69,19181
"WEST CHICAGO IL",-88.20433807,41.88489914,27,8,6,13,27461
"WEST COLUMBIA TX",-95.64544678,29.1445179,1,0,0,1,3919
"WEST COVINA CA",-117.9406204,34.0685463,43,7,14,22,107837
"WEST DES MOINES IA",-93.71179962,41.57717514,101,32,24,45,61266
"WEST FARGO ND",-96.90450287,46.87138367,91,31,20,40,29892
"WEST FRANKFORT IL",-88.93157196,37.89781189,2,0,0,2,7720
"WEST GROVE PA",-75.82701874,39.82243729,2,0,0,2,2860
"WEST HAVEN CT",-72.94598389,41.27069473,16,6,4,6,55189
"WEST HOLLYWOOD CA",-118.3634567,34.08982468,669,200,164,305,35332
"WEST JORDAN UT",-111.9405594,40.60975647,41,11,10,20,109549
"WEST LAFAYETTE IN",-86.9082489,40.42613983,311,73,84,154,43999
"WEST LIBERTY IA",-91.26389313,41.57024384,4,1,0,3,3737
"WEST LIBERTY KY",-83.25924683,37.92175293,10,4,2,4,3298
"WEST MEMPHIS AR",-90.18457031,35.14645004,3,2,0,1,25544
"WEST MILTON OH",-84.32810211,39.96263123,1,0,1,0,4679
"WEST MONROE LA",-92.14794922,32.5187645,8,3,2,3,13032
"WEST NEW YORK NJ",-74.01316833,40.7882576,3,1,1,1,51860
"WEST ORANGE TX",-93.78001404,30.08396149,2,0,0,2,3452
"WEST PALM BEACH FL",-80.05298615,26.71585464,1030,276,295,459,103588
"WEST PEORIA IL",-89.6051712,40.7019577,4,0,2,2,4445
"WEST PLAINS MO",-91.85284424,36.72810745,71,25,15,31,12230
"WEST POINT GA",-85.18297577,32.87822342,2,1,0,1,3410
"WEST POINT MS",-88.65067291,33.60783005,1,0,1,0,11122
"WEST POINT NE",-96.70909119,41.84187317,1,1,0,0,3346
"WEST RICHLAND WA",-119.3632965,46.30400085,34,9,9,16,13048
"WEST SACRAMENTO CA",-121.5324554,38.58049393,19,5,5,9,50747
"WEST TX",-97.09226227,31.80267906,93,29,22,42,2802
"WEST UNION IA",-91.80863953,42.96290207,1,1,0,0,2692
"WEST VALLEY CITY UT",-111.9695816,40.69639969,17,3,3,11,133660
"WEST VIEW PA",-80.03391266,40.52226257,1,0,0,1,6735
"WEST YELLOWSTONE MT",-111.1018829,44.66385651,3,1,0,2,1279
"WESTBROOK ME",-70.37012482,43.67708588,14,5,3,6,17754
"WESTBURY NY",-73.58692932,40.75608444,4,0,4,0,15273
"WESTCHESTER IL",-87.88202667,41.85084534,2,0,0,2,16783
"WESTCLIFFE CO",-105.4663086,38.13474274,5,1,0,4,440
"WESTERN SPRINGS IL",-87.90084076,41.80975342,1,0,0,1,13125
"WESTERVILLE OH",-82.92906952,40.12620926,203,47,59,97,37540
"WESTFIELD IN",-86.12757111,40.04309464,75,21,26,28,33744
"WESTFIELD MA",-72.74882507,42.12547302,12,2,3,7,41480
"WESTFIELD NJ",-74.34671783,40.65938187,77,25,17,35,30552
"WESTFIELD NY",-79.57750702,42.32229996,1,0,1,0,3466
"WESTFIELD WI",-89.49338531,43.88357544,2,0,1,1,1328
"WESTLAKE LA",-93.25387573,30.23937988,2,0,1,1,4606
"WESTLAKE OH",-81.91750336,41.45558167,6,1,0,5,32469
"WESTLAND MI",-83.39988708,42.32430649,34,12,9,13,82642
"WESTMINSTER CA",-118.0086441,33.7593689,10,3,2,5,91719
"WESTMINSTER CO",-105.0385208,39.83644867,64,20,18,26,110598
"WESTMINSTER MD",-76.99542999,39.57574463,61,13,23,25,18646
"WESTMONT IL",-87.97566223,41.79613113,13,5,3,5,25389
"WESTMONT PA",-78.95119476,40.31570435,1,0,0,1,5039
"WESTMORELAND TN",-86.24802399,36.56184006,3,1,0,2,2003
"WESTON WI",-92.07221222,44.81256104,2,0,1,1,14956
"WESTVILLE IL",-87.63852692,40.04247284,1,1,0,0,3355
"WESTVILLE NJ",-75.13100433,39.86798859,5,1,1,3,4247
"WESTVILLE OK",-94.56835937,35.99255753,8,2,2,4,1701
"WESTWEGO LA",-90.14245605,29.90624237,4,1,0,3,8564
"WESTWOOD KS",-94.61717224,39.040802,1,0,1,0,1795
"WESTWOOD NJ",-74.03186798,40.9915657,2,1,1,0,11140
"WETUMPKA AL",-86.21166229,32.54381561,3,0,2,1,7406
"WHARTON TX",-96.10342407,29.31210136,2,0,1,1,8733
"WHEAT RIDGE CO",-105.0783615,39.76603317,11,2,2,7,30863
"WHEATON IL",-88.10729218,41.86618805,107,33,32,42,53585
"WHEATON MN",-96.49972534,45.80414581,1,0,0,1,1526
"WHEELER TX",-100.2721405,35.44525528,2,0,1,1,1593
"WHEELING IL",-87.92919159,42.13937759,20,7,4,9,37982
"WHEELING WV",-80.7192688,40.06991577,114,34,34,46,27894
"WHITE BEAR LAKE MN",-93.01039886,45.08457947,24,8,6,10,24709
"WHITE CASTLE LA",-91.14699554,30.17041969,1,0,0,1,2241
"WHITE HOUSE TN",-86.65110016,36.47054672,11,4,3,4,10810
"WHITE OAK PA",-79.8089447,40.33785248,7,2,1,4,7842
"WHITE PLAINS NY",-73.76217651,41.03399658,113,30,36,47,57790
"WHITE RIVER SD",-100.7463379,43.56811142,1,1,0,0,572
"WHITE SETTLEMENT TX",-97.45877838,32.75975037,1,0,0,1,16733
"WHITEFISH MT",-114.3380127,48.41337967,34,10,10,14,6692
"WHITEHALL PA",-79.99015045,40.36117554,10,5,2,3,13920
"WHITESBURG KY",-82.82665253,37.11859894,12,2,6,4,2053
"WHITESTOWN IN",-86.34572601,39.99731445,1,0,0,1,4864
"WHITEVILLE NC",-78.70272064,34.3391037,5,2,0,3,5512
"WHITEWATER WI",-88.73226166,42.83348846,38,6,14,18,14866
"WHITING IN",-87.49537659,41.68428421,2,1,0,1,4905
"WHITNEY POINT NY",-75.96672058,42.32924271,1,0,1,0,1004
"WHITTIER CA",-118.0349197,33.9793129,151,40,38,73,86688
"WICHITA FALLS TX",-98.49403381,33.91383743,185,44,60,81,104926
"WICHITA KS",-97.3383255,37.69230652,1170,310,338,522,387147
"WICKENBURG AZ",-112.7309876,33.96890259,1,0,0,1,6620
"WICKLIFFE OH",-81.45320129,41.60562515,4,0,1,3,12629
"WILDOMAR CA",-117.2806625,33.59801483,3,0,1,2,34220
"WILDWOOD NJ",-74.81436157,38.99205017,2,0,0,2,5234
"WILKES-BARRE PA",-75.88058472,41.24601746,36,14,15,7,41108
"WILKESBORO NC",-81.16051483,36.1464119,1,0,0,1,3548
"WILKINSBURG PA",-79.88179016,40.44174194,197,50,62,85,15866
"WILLACOOCHEE GA",-83.04568481,31.34116745,3,3,0,0,1547
"WILLARD OH",-82.72633362,41.05332184,1,0,0,1,6135
"WILLIAMS AZ",-112.1919174,35.24922943,6,1,3,2,3065
"WILLIAMS CA",-122.151535,39.15454483,19,6,7,6,5159
"WILLIAMSBURG KY",-84.15948486,36.74344254,2,0,1,1,5250
"WILLIAMSBURG OH",-84.05879211,39.05864716,2,0,0,2,2536
"WILLIAMSBURG VA",-76.70659637,37.27114868,170,41,46,83,14754
"WILLIAMSON GA",-84.36169434,33.18276215,1,0,0,1,347
"WILLIAMSON WV",-82.27328491,37.67479324,6,4,1,1,3077
"WILLIAMSPORT PA",-77.00060272,41.24121475,59,18,18,23,29339
"WILLIAMSTON MI",-84.28330231,42.68922043,2,1,0,1,3855
"WILLIAMSTON NC",-77.05486298,35.85483551,2,1,0,1,5569
"WILLIAMSTOWN KY",-84.56015778,38.63843536,15,1,9,5,3927
"WILLIAMSVILLE IL",-89.54888916,39.95424652,2,0,0,2,1526
"WILLIAMSVILLE NY",-78.73756409,42.96403885,8,2,2,4,5269
"WILLIS TX",-95.48044586,30.42520714,7,4,2,1,6127
"WILLISTON FL",-82.44662476,29.38799858,1,0,0,1,2730
"WILLISTON ND",-103.6307449,48.14650726,18,5,2,11,22051
"WILLITS CA",-123.3572464,39.40924072,3,1,1,1,4853
"WILLMAR MN",-95.04427338,45.12181473,8,3,2,3,19685
"WILLOUGHBY HILLS OH",-81.41830444,41.598526,5,0,2,3,9428
"WILLOUGHBY OH",-81.40597534,41.63972092,29,5,10,14,22433
"WILLOW SPRINGS IL",-87.8605423,41.74113464,4,1,1,2,5676
"WILLOWICK OH",-81.46814728,41.63298416,1,1,0,0,14051
"WILLS POINT TX",-96.00700378,32.70846939,1,0,0,1,3518
"WILMETTE IL",-87.72296143,42.07221222,7,2,0,5,27420
"WILMINGTON DE",-75.54558563,39.74601364,304,82,95,127,71549
"WILMINGTON IL",-88.14704132,41.30776596,4,0,1,3,5776
"WILMINGTON NC",-77.94431305,34.22592926,421,125,113,183,111998
"WILMINGTON OH",-83.82820892,39.44527435,10,2,4,4,12428
"WILSON NC",-77.914711,35.72143173,16,1,5,10,49478
"WILSON NY",-78.82568359,43.31000519,1,1,0,0,1163
"WILSONVILLE OR",-122.7757416,45.29935455,13,5,0,8,20837
"WILTON MANORS FL",-80.1386261,26.16088676,2,1,0,1,12133
"WINCHESTER IN",-84.98105621,40.17190933,1,0,1,0,4822
"WINCHESTER KY",-84.17945862,37.99042511,32,5,16,11,18388
"WINCHESTER TN",-86.11190796,35.18607712,2,1,0,1,8502
"WINCHESTER VA",-78.16301727,39.18608475,80,25,21,34,27168
"WINDER GA",-83.71982574,33.99271393,53,10,14,29,14928
"WINDERMERE FL",-81.53463745,28.49615097,69,17,22,30,3106
"WINDHAM OH",-81.04442596,41.23672867,4,1,0,3,1852
"WINDOM MN",-95.11735535,43.86626816,2,2,0,0,4601
"WINDSOR CA",-122.8183441,38.546772,2,1,0,1,27205
"WINDSOR CO",-104.9023056,40.47741699,16,2,4,10,20455
"WINDSOR IL",-88.59477234,39.4409256,1,1,0,0,1445
