"location","lon","lat","counts","positive.counts","negative.counts","neutral.counts"
"GLENDALE HEIGHTS IL",-88.07187653,41.91030502,3,2,1,0
"GLENDALE OR",-123.4252319,42.73606491,1,0,0,1
"GLENDIVE MT",-104.7115021,47.11004257,6,2,3,1
"GLENDORA CA",-117.8665314,34.13615417,29,8,10,11
"GLENNVILLE GA",-81.92810822,31.93696594,4,2,1,1
"GLENOLDEN PA",-75.28848267,39.90028,2,1,0,1
"GLENS FALLS NY",-73.64286041,43.30945969,7,3,2,2
"GLENVIEW IL",-87.78792572,42.06991196,6,1,1,4
"GLENWOOD MN",-95.39015961,45.65030289,1,0,0,1
"GLENWOOD SPRINGS CO",-107.3256455,39.55069733,9,3,3,3
"GLIDDEN IA",-94.72888184,42.06323624,1,0,0,1
"GLOBE AZ",-110.7881393,33.3945961,5,1,2,2
"GLOUCESTER CITY NJ",-75.11563873,39.89209747,30,4,8,18
"GLOUCESTER MA",-70.66117096,42.61589432,11,2,5,4
"GLOVERSVILLE NY",-74.34265137,43.05316925,1,0,0,1
"GODDARD KS",-97.57605743,37.65989304,3,1,1,1
"GODFREY IL",-90.18669891,38.95780182,34,13,10,11
"GOESSEL KS",-97.34946442,38.246315,1,0,1,0
"GOLD HILL OR",-123.0242615,42.44165039,1,0,1,0
"GOLDEN CO",-105.2226791,39.75567627,22,9,3,10
"GOLDEN MS",-88.1887207,34.48841095,2,0,0,2
"GOLDEN VALLEY MN",-93.33234406,44.98583603,78,33,19,26
"GOLDENDALE WA",-120.8248444,45.82035828,12,2,4,6
"GOLDFIELD IA",-93.92066193,42.73672485,4,1,0,3
"GOLDONNA LA",-92.90959167,32.0173645,1,0,0,1
"GOLDSBORO NC",-77.99216461,35.38506317,16,3,5,8
"GOLETA CA",-119.8299332,34.43574142,11,7,3,1
"GONZALES CA",-121.4461136,36.50678635,6,2,2,2
"GONZALES LA",-90.92044067,30.23900986,7,1,1,5
"GOODLAND IN",-87.2937088,40.76358795,2,0,2,0
"GOODLAND KS",-101.7115326,39.35073471,7,4,0,3
"GOODRICH TX",-94.9467926,30.60574341,60,20,18,22
"GOOSE CREEK SC",-80.03201294,32.98114395,20,4,5,11
"GORDONSVILLE TN",-85.92985535,36.17253113,2,1,0,1
"GORE OK",-95.11740875,35.52949905,1,0,0,1
"GORHAM NH",-71.17190552,44.38262939,3,2,0,1
"GOSHEN IN",-85.8345871,41.58250046,27,7,9,11
"GOWER MO",-94.60014343,39.61081314,4,1,0,3
"GOWRIE IA",-94.29121399,42.28058243,9,3,4,2
"GRAFTON IL",-90.43186188,38.97026443,3,1,1,1
"GRAFTON NH",-71.94319916,43.55873108,1,0,0,1
"GRAFTON WI",-87.95385742,43.31965637,1,0,0,1
"GRAHAM NC",-79.39993286,36.06936646,9,1,2,6
"GRAMBLING LA",-92.71523285,32.52869415,12,2,3,7
"GRANBURY TX",-97.79492187,32.44239044,12,2,6,4
"GRAND BLANC MI",-83.62955475,42.92750168,41,6,15,20
"GRAND FORKS ND",-97.03855133,47.92044067,178,28,80,70
"GRAND HAVEN MI",-86.22866058,43.06328964,20,2,11,7
"GRAND ISLAND NE",-98.34256744,40.92502213,11,3,5,3
"GRAND JUNCTION CO",-108.5520706,39.06374741,76,18,30,28
"GRAND LAKE CO",-105.8245697,40.25669479,1,1,0,0
"GRAND LEDGE MI",-84.74642944,42.7535553,5,0,3,2
"GRAND MARAIS MN",-90.33486176,47.75009918,5,1,3,1
"GRAND PRAIRIE TX",-96.99823761,32.74625015,187,59,47,81
"GRAND RAPIDS MI",-85.66797638,42.96317291,1357,365,421,571
"GRAND RAPIDS MN",-93.53067017,47.23724747,2,1,1,0
"GRAND RAPIDS OH",-83.864151,41.41199875,1,0,0,1
"GRANDVIEW MO",-94.53369904,38.88563538,14,7,4,3
"GRANDVIEW WA",-119.9046249,46.25063705,1,0,0,1
"GRANDVILLE MI",-85.76309204,42.90962982,16,3,4,9
"GRANGER WA",-120.1894989,46.34181976,5,0,2,3
"GRANITE CITY IL",-90.14891815,38.70147705,565,167,144,254
"GRANITE FALLS NC",-81.43023682,35.79683304,5,2,2,1
"GRANITE FALLS WA",-121.9720459,48.08432007,2,1,0,1
"GRANT PARK IL",-87.64607239,41.24023056,2,0,1,1
"GRANTHAM NH",-72.13131714,43.47785568,8,4,3,1
"GRANTS PASS OR",-123.3306351,42.43851471,39,5,15,19
"GRANVILLE IL",-89.2277298,41.26108932,1,0,0,1
"GRANVILLE OH",-82.51766205,40.06572723,10,5,4,1
"GRAPEVINE TX",-97.07859802,32.93464279,159,42,36,81
"GRASS VALLEY CA",-121.0632553,39.21873856,9,3,2,4
"GRAY COURT SC",-82.11286926,34.60851669,11,3,3,5
"GRAY GA",-83.53361511,33.00989532,24,4,10,10
"GRAYLING MI",-84.71489716,44.66165161,2,1,0,1
"GRAYSLAKE IL",-88.04187775,42.34467697,11,1,2,8
"GRAYSON KY",-82.94855499,38.33277512,2,0,2,0
"GREAT BARRINGTON MA",-73.36142731,42.19623566,38,7,4,27
"GREAT BEND KS",-98.76521301,38.36428452,42,7,11,24
"GREAT FALLS MT",-111.2823257,47.50692368,27,6,8,13
"GREAT NECK NY",-73.72780609,40.80078125,8,1,1,6
"GREECE NY",-77.69234467,43.21003342,31,8,5,18
"GREELEY CO",-104.7104645,40.42345047,102,30,20,52
"GREEN BAY WI",-88.01370239,44.51335907,479,115,147,217
"GREEN FOREST AR",-93.43527985,36.3351593,1,0,1,0
"GREEN RIVER UT",-110.1631851,38.99538422,1,1,0,0
"GREEN RIVER WY",-109.4680557,41.52866745,2,0,0,2
"GREEN TREE PA",-77.769512175,40.224866865,1,0,0,1
"GREENBELT MD",-76.87561035,39.00544357,252,80,66,106
"GREENBRIER AR",-92.38774872,35.2342453,2,2,0,0
"GREENDALE WI",-87.99612427,42.94078827,3,1,1,1
"GREENEVILLE TN",-82.83133698,36.16376495,60,14,16,30
"GREENFIELD CA",-121.2459717,36.32072067,1,0,0,1
"GREENFIELD IA",-94.46188354,41.30505371,2,1,1,0
"GREENFIELD IN",-85.76914978,39.78491974,18,7,5,6
"GREENFIELD OH",-83.38262939,39.35222244,1,1,0,0
"GREENFIELD WI",-88.01258087,42.96144104,7,2,1,4
"GREENSBORO MD",-75.80445862,38.97415161,2,0,0,2
"GREENSBORO NC",-79.79152679,36.0729599,1560,409,419,732
"GREENSBURG IN",-85.48336792,39.33731842,6,0,2,4
"GREENSBURG PA",-79.53821564,40.30168915,50,9,13,28
"GREENTOWN IN",-85.96633148,40.47829056,1,1,0,0
"GREENVILLE AL",-86.61798096,31.82992363,2,0,1,1
"GREENVILLE IL",-89.41333008,38.89213562,10,2,2,6
"GREENVILLE MI",-85.25269318,43.17775345,2,0,0,2
"GREENVILLE MS",-91.05704498,33.40253448,141,33,43,65
"GREENVILLE NC",-77.37215424,35.61170959,201,57,52,92
"GREENVILLE NY",-73.92035675,41.70439148,2,1,0,1
"GREENVILLE OH",-84.63294983,40.10294342,15,5,5,5
"GREENVILLE PA",-80.39095306,41.40464401,44,14,13,17
"GREENVILLE SC",-82.39870453,34.84753418,1529,383,469,677
"GREENVILLE TX",-96.11412811,33.13861084,6,1,3,2
"GREENWICH CT",-73.62783051,41.02645111,104,16,30,58
"GREENWOOD AR",-94.2559433,35.21604156,3,1,1,1
"GREENWOOD IN",-86.10647583,39.61371994,103,23,31,49
"GREENWOOD LAKE NY",-74.28708649,41.2256546,2,0,1,1
"GREENWOOD MO",-94.34423828,38.85187912,3,2,0,1
"GREENWOOD MS",-90.17974091,33.51645279,6,3,1,2
"GREENWOOD SC",-82.16146088,34.19546509,21,4,6,11
"GREENWOOD VILLAGE CO",-104.9518585,39.61724091,6,1,4,1
"GREENWOOD WI",-90.59983063,44.77019882,2,2,0,0
"GREER SC",-82.22647095,34.9389267,14,2,3,9
"GRENADA MS",-89.80857849,33.76926804,3,1,1,1
"GRESHAM OR",-122.4333954,45.4980278,68,19,20,29
"GRETNA LA",-90.05435181,29.91518021,18,4,8,6
"GRETNA NE",-96.24054718,41.14088058,5,0,2,3
"GRETNA VA",-79.35816193,36.95412445,2,0,1,1
"GRIDLEY CA",-121.6955032,39.36335373,3,0,1,2
"GRIDLEY IL",-88.88149261,40.74357605,1,0,0,1
"GRIFFIN GA",-84.26403046,33.24713135,12,4,3,5
"GRIFFITH IN",-87.42803955,41.52181625,21,5,6,10
"GRIMES IA",-93.79144287,41.68823624,4,2,0,2
"GRINNELL IA",-92.72964478,41.7466507,52,13,16,23
"GROESBECK TX",-96.5342865,31.52480888,2,0,0,2
"GROSSE POINTE FARMS MI",-82.89137268,42.40936279,1,0,0,1
"GROSSE POINTE MI",-82.91183472,42.38628769,1,0,0,1
"GROSSE POINTE PARK MI",-82.93411255,42.37599182,5,2,1,2
"GROSSE POINTE WOODS MI",-82.90637207,42.4438858,14,5,2,7
"GROTON CT",-72.07763672,41.3502121,122,41,31,50
"GROTON MA",-71.55770874,42.60856247,3,2,0,1
"GROTON NY",-76.36643982,42.58802032,16,2,7,7
"GROVE CITY OH",-83.09304047,39.88161087,16,5,7,4
"GROVE OK",-94.76986694,36.59371567,8,5,1,2
"GROVELAND FL",-81.8509903,28.55855179,1,0,0,1
"GROVEPORT OH",-82.88549805,39.8524971,6,0,4,2
"GROVETOWN GA",-82.19797516,33.45065308,4,2,1,1
"GRUNDY VA",-82.09902191,37.27806091,1,0,1,0
"GUADALUPE AZ",-111.9641876,33.37094498,1,0,1,0
"GUADALUPE CA",-120.5658035,34.94911575,2,1,0,1
"GULF BREEZE FL",-87.16386414,30.35763931,12,2,5,5
"GULF SHORES AL",-87.70103455,30.24625969,30,13,10,7
"GULFPORT FL",-82.70953369,27.74733734,100,27,20,53
"GULFPORT MS",-89.09369659,30.37276649,227,53,67,107
"GUNNISON CO",-106.9267273,38.54576874,5,2,0,3
"GUNTERSVILLE AL",-86.29457855,34.3585434,19,4,6,9
"GUNTOWN MS",-88.66011047,34.44345093,5,1,2,2
"GURDON AR",-93.15445709,33.9209137,1,0,0,1
"GURNEE IL",-87.90226746,42.37029648,11,2,6,3
"GUSTINE CA",-121.001297,37.25769043,31,12,11,8
"GUTHRIE OK",-97.42609406,35.87893677,13,5,1,7
"GUTTENBERG IA",-91.09951782,42.7858429,1,1,0,0
"GUYTON GA",-81.3910675,32.3367691,8,5,0,3
"GYPSUM CO",-106.9528198,39.64703369,56,15,14,27
"HACKENSACK NJ",-74.04291534,40.88635254,37,9,15,13
"HACKETTSTOWN NJ",-74.82810974,40.85408401,2,0,0,2
"HACKLEBURG AL",-87.82893372,34.27754211,2,0,2,0
"HADDON HEIGHTS NJ",-75.06397247,39.87737656,4,1,1,2
"HADDONFIELD NJ",-75.03710937,39.89155197,331,79,112,140
"HAGERSTOWN IN",-85.16162872,39.91140747,2,0,2,0
"HAGERSTOWN MD",-77.71956635,39.641819,52,15,12,25
"HAHIRA GA",-83.37252808,30.99163818,1,0,1,0
"HAINES CITY FL",-81.61740875,28.1145668,17,5,5,7
"HAINESVILLE IL",-88.06796265,42.34496307,3,1,0,2
"HALE CENTER TX",-101.8444977,34.0643959,1,0,0,1
"HALF MOON BAY CA",-122.4299774,37.46336365,73,22,12,39
"HALLETTSVILLE TX",-96.94178772,29.44449997,1,0,0,1
"HALLS TN",-89.39619446,35.87596893,1,0,0,1
"HALLSTEAD PA",-75.74239349,41.96153259,101,37,36,28
"HALLSVILLE MO",-92.22124481,39.11693573,5,1,0,4
"HALLSVILLE TX",-94.57429504,32.50448608,7,3,0,4
"HALSTEAD KS",-97.50925446,38.00158691,1,0,0,1
"HALTOM CITY TX",-97.26971436,32.79956055,6,0,1,5
"HAMBURG NY",-78.82896423,42.71609879,6,0,4,2
"HAMBURG PA",-75.98101044,40.55582809,1,1,0,0
"HAMDEN CT",-72.89596558,41.39611816,61,16,20,25
"HAMILTON MA",-70.85491943,42.61881638,2,1,1,0
"HAMILTON MT",-114.1562729,46.24755859,2,0,2,0
"HAMILTON NJ",-74.0803299,40.20712662,31,8,8,15
"HAMILTON NY",-75.54386902,42.82725906,4,0,4,0
"HAMILTON OH",-84.56098175,39.39949799,45,10,11,24
"HAMILTON TX",-98.12471008,31.704216,1,0,1,0
"HAMLET NC",-79.69393921,34.8850708,3,2,0,1
"HAMMOND IN",-87.50006104,41.58346558,78,20,21,37
"HAMMOND LA",-90.46140289,30.50458908,76,18,14,44
"HAMMONTON NJ",-74.801651,39.63666153,2,1,0,1
"HAMPSHIRE IL",-88.53064728,42.09803772,2,0,1,1
"HAMPSTEAD MD",-76.84955597,39.60499191,9,5,2,2
"HAMPTON GA",-84.28277588,33.3870697,13,1,6,6
"HAMPTON IA",-93.20288849,42.74206924,1,0,0,1
"HAMPTON NH",-70.83818054,42.93779373,4,2,1,1
"HAMPTON VA",-76.34473419,37.03002548,411,120,119,172
"HAMTRAMCK MI",-83.04947662,42.39274597,20,3,7,10
"HANAHAN SC",-80.01743317,32.92184448,4,1,2,1
"HANCOCK MI",-88.58083344,47.12648773,1,0,1,0
"HANFORD CA",-119.647934,36.32738113,8,0,4,4
"HANNIBAL MO",-91.35847473,39.70859146,6,2,3,1
"HANOVER MA",-70.81069946,42.11336899,1,0,1,0
"HANOVER NH",-72.28845215,43.70233917,15,7,5,3
"HANOVER PA",-76.98248291,39.80073929,18,9,3,6
"HANOVER PARK IL",-88.14541626,41.99964905,18,2,4,12
"HAPEVILLE GA",-84.41027069,33.66032791,3,0,3,0
"HAPPY TX",-101.8551788,34.74401093,3,2,0,1
"HARBOR BEACH MI",-82.65100861,43.84455872,1,0,0,1
"HARBOR SPRINGS MI",-84.99181366,45.43172455,34,11,9,14
"HARDY AR",-91.48310089,36.31586838,1,1,0,0
"HARKER HEIGHTS TX",-97.66394806,31.08788109,133,38,37,58
"HARLAN KY",-83.32141113,36.84322739,5,1,1,3
"HARLINGEN TX",-97.69669342,26.19152069,145,45,48,52
"HARPERS FERRY WV",-77.7372818,39.32528687,2,0,0,2
"HARRAH OK",-97.1640625,35.48944855,3,2,0,1
"HARRIMAN TN",-84.55221558,35.93426514,4,1,2,1
"HARRINGTON PARK NJ",-73.97896576,40.98410034,2,0,0,2
"HARRISBURG IL",-88.54049683,37.73853302,1,1,0,0
"HARRISBURG MO",-92.46318054,39.14170837,2,0,0,2
"HARRISBURG NC",-80.65539551,35.32398224,12,1,6,5
"HARRISBURG PA",-76.88382721,40.27407455,541,149,146,246
"HARRISBURG SD",-96.69753265,43.4300499,1,0,0,1
"HARRISON NJ",-74.15542603,40.7465477,15,3,5,7
"HARRISON OH",-84.81867981,39.26198959,4,1,1,2
"HARRISONBURG VA",-78.86815643,38.44975281,398,103,111,184
"HARRISONVILLE MO",-94.34924316,38.65325928,8,1,3,4
"HARRISTOWN IL",-89.08389282,39.85378647,1,0,1,0
"HARRODSBURG KY",-84.84320068,37.76233673,4,1,1,2
"HARROGATE TN",-83.65833282,36.57839203,2,0,1,1
"HART MI",-86.36416626,43.69823837,1,0,0,1
"HARTFORD CITY IN",-85.36962128,40.45125198,1,0,0,1
"HARTFORD CT",-72.68445587,41.76383591,845,243,241,361
"HARTFORD IA",-93.40566254,41.45930862,1,0,1,0
"HARTFORD KY",-86.90929413,37.45124435,2,1,0,1
"HARTFORD MI",-86.16687012,42.20689392,1,0,0,1
"HARTFORD WI",-88.37940979,43.31758881,1,0,0,1
"HARTLAND VT",-72.39821625,43.54077911,1,0,0,1
"HARTLAND WI",-88.34208679,43.1048317,8,3,2,3
"HARTLEY IA",-95.4770813,43.18453598,2,0,1,1
"HARTSELLE AL",-86.93518066,34.44379425,2,0,2,0
"HARTSVILLE SC",-80.07303619,34.37445068,183,68,41,74
"HARTVILLE OH",-81.33060455,40.96377563,8,3,2,3
"HARVARD IL",-88.61376953,42.42207336,1,0,1,0
"HARVARD MA",-71.58187103,42.5003891,6,2,3,1
"HARVEY IL",-87.64677429,41.61020279,58,12,23,23
"HASLET TX",-97.3484726,32.97494125,2,0,1,1
"HASTINGS-ON-HUDSON NY",-73.87804413,41.00286102,8,4,3,1
"HASTINGS FL",-81.5078125,29.71843338,1,0,0,1
"HASTINGS MI",-85.29088593,42.64608765,1,0,0,1
"HASTINGS MN",-92.85280609,44.7434082,40,13,10,17
"HASTINGS NE",-98.38917542,40.58628845,28,12,5,11
"HATFIELD PA",-75.29840088,40.28004074,1,0,0,1
"HATTIESBURG MS",-89.29040527,31.32738686,304,72,94,138
"HAVANA FL",-84.41448975,30.62413788,9,1,3,5
"HAVANA IL",-90.06096649,40.30030823,1,0,0,1
"HAVELOCK NC",-76.90039825,34.87951279,5,2,1,2
"HAVERFORD PA",-75.29338837,40.01327896,13,3,4,6
"HAVERHILL MA",-71.07640076,42.77653122,17,4,6,7
"HAVRE DE GRACE MD",-76.09111023,39.54937363,2,0,1,1
"HAVRE MT",-109.6722336,48.55265808,3,2,1,0
"HAW RIVER NC",-79.36388397,36.09186172,3,0,2,1
"HAWKINSVILLE GA",-83.4718399,32.28422546,3,0,1,2
"HAWLEY PA",-75.18128204,41.47588348,1,0,1,0
"HAWTHORNE CA",-118.3549194,33.91656113,112,31,40,41
"HAWTHORNE FL",-82.08397675,29.59261322,1,0,1,0
"HAWTHORNE NJ",-74.15322876,40.94930649,15,2,8,5
"HAYDEN ID",-116.7890625,47.76594925,15,3,7,5
"HAYMARKET VA",-77.63591766,38.81214142,10,3,1,6
"HAYS KS",-99.32746887,38.87940598,28,8,10,10
"HAYWARD CA",-122.0832672,37.66890335,245,67,69,109
"HAYWARD MN",-93.24449158,43.65049744,1,0,0,1
"HAYWARD WI",-91.48522949,46.01277161,4,2,2,0
"HAZARD KY",-83.19326019,37.24993515,1,0,0,1
"HAZEL PARK MI",-83.10384369,42.46282196,4,1,1,2
"HAZELTON ND",-100.2808533,46.48171997,3,1,2,0
"HAZELWOOD MO",-90.37133789,38.77171707,26,10,4,12
"HAZLEHURST GA",-82.59401703,31.87015152,1,0,0,1
"HAZLEHURST MS",-90.39607239,31.86094666,1,1,0,0
"HAZLET NJ",-74.19022369,40.41601563,3,1,1,1
"HAZLETON PA",-75.97418213,40.95857239,17,7,4,6
"HEADLAND AL",-85.34181213,31.35177422,1,0,1,0
"HEALDSBURG CA",-122.8713226,38.6101799,36,9,13,14
"HEARNE TX",-96.59375763,30.87876701,11,3,3,5
"HEATH SPRINGS SC",-80.67503357,34.5934639,1,1,0,0
"HEAVENER OK",-94.60111237,34.88928986,1,0,0,1
"HEBER SPRINGS AR",-92.03152466,35.49176788,2,0,1,1
"HEBRON IN",-87.20029449,41.31857681,51,10,15,26
"HEDGESVILLE WV",-77.99388123,39.55364609,2,0,0,2
"HELENA AL",-86.84368134,33.29661179,2,1,0,1
"HELENA MT",-112.0374527,46.59269333,185,53,60,72
"HELLERTOWN PA",-75.3400116,40.57966995,1,0,1,0
"HELOTES TX",-98.69043732,29.57864761,70,19,25,26
"HEMET CA",-116.9736557,33.74770737,7,3,2,2
"HEMPSTEAD NY",-73.61798096,40.70619965,37,11,13,13
"HEMPSTEAD TX",-96.0789566,30.0979023,2,0,0,2
"HENDERSON KY",-87.58986664,37.8363266,15,1,6,8
"HENDERSON NC",-78.39831543,36.3300705,20,5,4,11
"HENDERSON NV",-114.9741058,36.03540421,641,165,158,318
"HENDERSON TN",-88.64147949,35.43937683,3,1,1,1
"HENDERSON TX",-94.79977417,32.15364456,4,0,1,3
"HENDERSONVILLE NC",-82.46079254,35.31912994,113,20,32,61
"HENDERSONVILLE TN",-86.61997986,36.30472565,38,12,5,21
"HENRIETTA NY",-77.61167145,43.05939865,12,3,4,5
"HEPHZIBAH GA",-82.0966568,33.31433105,3,0,1,2
"HERCULANEUM MO",-90.38007355,38.26866531,28,10,4,14
"HERCULES CA",-122.2900772,38.01711655,20,4,9,7
"HEREFORD TX",-102.3984528,34.81501007,2,0,0,2
"HERKIMER NY",-74.98493195,43.02587128,5,5,0,0
"HERMANN MO",-91.43791199,38.70432281,41,15,13,13
"HERMANTOWN MN",-92.23839569,46.8067627,1,0,0,1
"HERMISTON OR",-119.2915268,45.84025192,17,3,6,8
"HERMITAGE PA",-80.44813538,41.2335434,9,4,3,2
"HERMOSA BEACH CA",-118.401619,33.86245728,29,8,7,14
"HERNANDO MS",-89.99411774,34.82405853,83,19,34,30
"HERNDON VA",-77.38563538,38.96995544,34,9,12,13
"HERRIN IL",-89.02784729,37.80303574,7,2,1,4
"HESPERIA CA",-117.3026352,34.42634964,21,5,6,10
"HIALEAH FL",-80.27757263,25.85853386,161,37,42,82
"HIAWATHA KS",-95.53611755,39.85254669,1,0,0,1
"HIBBING MN",-92.93714142,47.42311478,1,0,1,0
"HICKORY NC",-81.34054565,35.72800827,33,13,5,15
"HICKSVILLE OH",-84.76192474,41.29306412,10,2,2,6
"HIGH POINT NC",-80.00497437,35.95609665,48,14,13,21
"HIGHLAND BEACH FL",-80.06530762,26.40010643,2,0,1,1
"HIGHLAND CA",-117.2105789,34.12824631,55,14,17,24
"HIGHLAND HEIGHTS KY",-84.45198822,39.03324509,2,1,0,1
"HIGHLAND IL",-89.6713562,38.73976135,10,1,3,6
"HIGHLAND IN",-87.45178223,41.55387115,4,1,1,2
"HIGHLAND KS",-95.27024841,39.85958481,1,0,0,1
"HIGHLAND PARK IL",-87.80068207,42.18181992,40,7,9,24
"HIGHLAND PARK MI",-83.09667969,42.40581131,4,0,0,4
"HIGHLAND PARK NJ",-74.4232254,40.49617386,34,2,19,13
"HIGHLAND PARK TX",-96.80493164,32.8320961,15,5,4,6
"HIGHLANDVILLE MO",-93.28062439,36.93317032,1,0,0,1
"HIGHWOOD IL",-87.80953979,42.19964218,7,3,3,1
"HILLIARD OH",-83.15856171,40.03361511,54,19,13,22
"HILLSBORO IL",-89.4937439,39.16139603,25,7,8,10
"HILLSBORO KS",-97.20517731,38.35185242,1,0,0,1
"HILLSBORO MO",-90.56336975,38.23225021,5,1,2,2
"HILLSBORO OH",-83.61119843,39.20261765,35,6,15,14
"HILLSBORO OR",-122.9927826,45.52270508,446,114,113,219
"HILLSBORO TX",-97.13063812,32.01124573,4,1,0,3
"HILLSBOROUGH NC",-79.09932709,36.07565308,48,13,14,21
"HILLSDALE IL",-90.17341614,41.61362839,1,0,1,0
"HILLSDALE MI",-84.63027191,41.91994095,18,3,5,10
"HILLSDALE NJ",-74.039711,41.00293732,5,0,3,2
"HILLSIDE IL",-87.90297699,41.87789917,3,2,0,1
"HILLSIDE NJ",-74.22960663,40.70137024,6,3,1,2
"HILLSVILLE VA",-80.73434448,36.7628479,2,1,0,1
"HILTON HEAD ISLAND SC",-80.75251007,32.21665573,6,2,0,4
"HILTON NY",-77.79302979,43.28840256,2,0,2,0
"HINDMAN KY",-82.98039246,37.33594894,1,1,0,0
"HINESVILLE GA",-81.59757996,31.85308266,21,6,6,9
"HINSDALE IL",-87.9373703,41.80112076,1,0,0,1
"HINSDALE NH",-72.48535156,42.78657913,3,1,1,1
"HIRAM OH",-81.14317322,41.31268311,13,2,6,5
"HITCHCOCK TX",-95.01639557,29.34873009,5,0,0,5
"HO-HO-KUS NJ",-74.10064697,40.99679184,1,1,0,0
"HOBART IN",-87.24478912,41.53391266,47,16,11,20
"HOBBS NM",-103.1330643,32.70048141,3,1,1,1
"HOBOKEN NJ",-74.0316925,40.7443428,221,50,75,96
"HOFFMAN ESTATES IL",-88.07968903,42.04299927,9,4,1,4
"HOGANSVILLE GA",-84.91479492,33.17349243,4,1,2,1
"HOKES BLUFF AL",-85.86613464,33.99843979,2,1,0,1
"HOLBROOK MA",-71.00770569,42.15513229,4,2,1,1
"HOLCOMB KS",-100.9902344,37.98623276,11,5,1,5
"HOLDEN MA",-71.86223602,42.35177994,10,0,3,7
"HOLDREGE NE",-99.3705368,40.44029999,3,0,1,2
"HOLLADAY UT",-111.8265915,40.66861343,1,0,0,1
"HOLLAND MI",-86.10916138,42.78744507,99,29,25,45
"HOLLAND OH",-83.71160126,41.62187576,2,0,1,1
"HOLLIDAY TX",-98.69548798,33.81625748,5,0,3,2
"HOLLIDAYSBURG PA",-78.38813782,40.42749405,4,1,0,3
"HOLLISTER CA",-121.4038849,36.85258865,23,6,9,8
"HOLLISTER MO",-93.21603394,36.62115479,1,0,0,1
"HOLLISTON MA",-71.42358398,42.2000885,8,1,3,4
"HOLLY HILL FL",-81.03705597,29.24398613,3,1,0,2
"HOLLY MI",-83.62766266,42.79191208,1,0,1,0
"HOLLY SPRINGS GA",-84.50123596,34.17427826,4,2,2,0
"HOLLY SPRINGS MS",-89.44177246,34.77593994,7,1,5,1
"HOLLY SPRINGS NC",-78.83320618,35.65140915,32,13,10,9
"HOLLYWOOD FL",-80.14926147,26.01175499,461,107,152,202
"HOLMDEL NJ",-74.18328857,40.34526443,4,1,0,3
"HOLTON KS",-95.73680115,39.46525955,4,0,1,3
"HOLTS SUMMIT MO",-92.12291718,38.64030457,1,1,0,0
"HOLYOKE MA",-72.61522675,42.20437241,82,20,23,39
"HOMER AK",-151.544632,59.64481735,3,1,0,2
"HOMER CITY PA",-79.16155243,40.54351425,1,0,1,0
"HOMER MI",-84.80869293,42.14587021,9,2,3,4
"HOMER NY",-76.1782074,42.6373024,1,0,0,1
"HOMESTEAD FL",-80.47710419,25.46927071,75,18,28,29
"HOMETOWN IL",-87.73152924,41.73308182,2,0,0,2
"HOMEWOOD AL",-86.80097961,33.47186661,22,4,5,13
"HOMEWOOD IL",-87.66596222,41.55735779,13,3,3,7
"HONDO TX",-99.14228821,29.34803009,1,0,0,1
"HONEA PATH SC",-82.39147186,34.44694519,1,0,1,0
"HONEOYE FALLS NY",-77.58958435,42.95241547,3,1,1,1
"HONESDALE PA",-75.25775909,41.57712555,2,1,0,1
"HONEY GROVE TX",-95.9105835,33.58367538,2,1,0,1
"HOOD RIVER OR",-121.5108719,45.70785141,25,9,7,9
"HOPE AR",-93.59211731,33.66746902,1,1,0,0
"HOPE MILLS NC",-78.94456482,34.97066498,18,5,6,7
"HOPEWELL VA",-77.28649139,37.30444336,4,1,1,2
"HOPKINS MN",-93.39242554,44.92610168,44,14,16,14
"HOPKINSVILLE KY",-87.48854828,36.86588287,11,5,4,2
"HOPKINTON MA",-71.52145386,42.22872543,7,0,2,5
"HOQUIAM WA",-123.8915939,46.98048782,22,4,10,8
"HORN LAKE MS",-90.03000641,34.96072769,6,1,1,4
"HORNELL NY",-77.66078949,42.3279686,5,0,2,3
"HORSEHEADS NY",-76.81996155,42.16708755,4,1,2,1
"HORSHAM PA",-75.12754822,40.17853165,8,0,3,5
"HOT SPRINGS AR",-93.05556488,34.5039978,158,41,60,57
"HOUGHTON MI",-88.56951141,47.12665558,37,11,14,12
"HOULTON ME",-67.83905792,46.12631607,1,0,0,1
"HOUMA LA",-90.71982574,29.59630585,24,7,5,12
"HOUSTON MO",-91.95644379,37.3261528,4,1,1,2
"HOUSTON MS",-88.99927521,33.89876556,8,0,4,4
"HOUSTON PA",-80.21094513,40.24639511,1,0,0,1
"HOUSTON TX",-95.36399841,29.76376343,23136,6249,6495,10392
"HOWELL MI",-83.92946625,42.6072464,9,0,3,6
"HUDSON MA",-71.57429504,42.39633942,7,1,3,3
"HUDSON NC",-81.49536133,35.84866714,4,2,1,1
"HUDSON NH",-71.43859863,42.76485062,4,3,0,1
"HUDSON NY",-73.7900238,42.25299454,9,4,1,4
"HUDSON OH",-81.44026947,41.2401619,19,5,5,9
"HUDSON WI",-92.75721741,44.97438431,8,3,1,4
"HUDSONVILLE MI",-85.86483002,42.87105942,9,2,3,4
"HUGHSON CA",-120.8681412,37.59653854,2,1,0,1
"HUGO MN",-92.99368286,45.15986252,1,0,1,0
"HULBERT OK",-95.14168549,35.93264771,1,0,1,0
"HULL MA",-70.90122223,42.304142,2,0,2,0
